amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
537.9,328.65,0.0,2868.72,3483.04,0
16249.6,11949.51,0.0,8023.77,21065.91,0
298.22,1363.13,1021.46,31.51,374.68,0
9780.82,35875.92,25609.94,47.86,10325.16,0
3439.4,1784.9,0.0,2269.51,5388.53,0
4.61,8.78,5.02,1644.0,1647.86,0
129.27,508.67,399.81,46529.14,46682.78,0
1458.07,3469.05,2003.72,745.5,1928.89,0
19543.68,51001.0,27769.28,17987.66,35065.86,0
168.24,431.47,245.77,8536.26,8716.02,0
6.27,8.84,1.88,4116.26,4123.18,0
427.55,1601.71,1146.15,22.41,410.05,0
8.49,8.18,0.0,56.82,66.12,0
2353.54,6549.03,3973.82,1386.4,3989.58,0
262.2,331.63,94.77,5.61,299.56,0
1827.83,1296.66,0.0,4.46,2017.94,0
6797.13,7779.98,1242.93,4.7,5531.21,0
780.97,3445.65,2769.21,68486.0,69389.52,0
673.14,870.14,271.75,5311.68,6001.72,0
2419.06,4239.79,2028.62,27021.19,29373.53,0
5335.27,5983.11,1344.32,108834.66,113155.02,0
6778.32,25825.08,19813.23,6067.25,13091.76,0
3.77,9.44,5.04,787.24,790.5,0
405.74,1925.79,1545.49,528.05,941.53,0
19.04,66.44,44.91,9959.67,9976.34,0
6267.38,18120.57,12945.24,38058.12,44796.6,0
930.37,3214.28,2104.61,24978.67,25756.03,0
119.34,81.38,0.0,615.48,739.61,0
14.78,70.62,53.44,13475.11,13490.74,0
57.47,276.08,218.01,514.12,569.18,0
1531.49,2668.82,1054.91,186.46,1973.5,0
17.1,56.9,40.75,71.84,89.12,0
6.31,8.89,2.75,4.95,11.89,0
8040.6,23829.31,14982.26,24.85,7887.0,0
2638.31,10470.27,8306.89,8350.51,11296.67,0
16.41,77.61,64.24,17.97,36.99,0
37.74,76.48,33.08,54882.38,54918.81,0
17130.77,62026.64,47568.22,6.45,20339.72,0
1593.46,5933.92,4199.58,4.77,1377.14,0
661.62,989.23,407.13,540.18,1293.41,0
43.32,144.28,103.28,31.48,75.25,0
40.13,138.42,101.6,8.44,42.77,0
3.88,15.28,11.41,5.25,9.32,0
1912.83,9563.7,7400.93,898.08,2528.82,0
4.01,2.73,0.0,47.19,51.82,0
2.84,4.01,1.49,1228.35,1231.55,0
1930.35,2225.41,420.42,13.89,2063.39,0
13903.05,16613.49,836.77,3.56,12421.68,0
2461.5,6262.35,4204.9,3.67,2920.85,0
189.57,844.23,683.71,9.39,225.74,0
215.81,543.68,329.63,17265.52,17499.91,0
137.72,483.14,329.44,377.53,507.83,0
50.49,110.79,63.61,2597.92,2648.09,0
297.5,576.7,330.44,41146.08,41424.31,0
131.68,560.17,403.85,28.18,178.26,0
592.0,2042.38,1346.45,39530.77,40077.51,0
8805.05,18305.95,8965.9,9916.85,17800.23,0
21059.03,97160.49,74569.4,8260.16,26912.95,0
5.52,15.14,8.66,39265.6,39270.9,0
86.67,116.76,25.1,10.86,101.79,0
13.82,36.96,21.55,1038.48,1054.13,0
64.66,228.65,164.93,554.94,630.58,0
36.13,77.75,45.55,4039.98,4070.04,0
13.08,56.21,41.39,37.26,47.97,0
2635.12,7639.6,4810.13,11.03,2501.47,0
236.65,616.46,399.73,121526.1,121792.1,0
10648.88,46473.86,35299.88,456.0,12840.23,0
3.64,9.4,5.3,34.89,38.05,0
4.97,11.75,7.24,11.19,15.73,0
102.46,99.05,0.0,1862.33,1981.26,0
5.6,11.93,7.29,13.81,19.58,0
28.92,66.13,35.76,20.36,48.21,0
19424.06,25499.91,2199.32,96151.48,113582.9,0
17.83,56.08,35.64,3.75,18.82,0
16.17,18.55,0.0,21.22,34.86,0
474.74,715.25,206.26,4373.89,4881.69,0
240.32,726.95,490.36,29.54,291.05,0
504.69,863.23,322.76,20.11,497.68,0
80.69,272.61,197.69,1238.31,1322.42,0
4632.54,16711.0,11980.68,5741.76,9736.93,0
9.46,17.56,7.95,310.12,317.77,0
128.45,114.74,0.0,14678.9,14786.79,0
1350.0,3648.42,2345.95,21318.08,22455.24,0
6728.64,6177.18,0.0,2575.83,10609.21,0
75.65,213.22,142.7,1565.58,1633.24,0
450.21,1696.38,1295.74,21576.42,21960.74,0
5.06,16.65,11.71,3.21,8.87,0
12.59,31.69,21.03,747.69,759.61,0
5.06,24.07,18.2,11.2,15.67,0
1902.51,1822.34,247.3,31.1,1720.81,0
36.33,162.03,120.8,92873.31,92904.39,0
1833.0,7516.36,5873.08,2.83,1527.82,0
4.94,11.8,6.16,79.61,84.91,0
6392.82,7594.05,637.98,14.85,6254.2,0
5012.91,6022.51,165.48,1443.15,5751.12,0
6.05,28.12,21.17,29344.46,29351.22,0
3.37,5.23,1.59,200.29,203.01,0
4.51,20.0,16.12,27147.48,27151.86,0
5899.79,16311.91,10296.38,344.67,5364.93,0
22.47,57.92,36.89,59843.22,59861.45,0
377.84,1242.26,806.12,30224.09,30609.59,0
125.99,184.91,40.16,19.43,128.06,0
3497.24,8490.14,5253.04,45968.16,48861.8,0
221.43,1045.85,809.21,22.61,242.16,0
246.15,386.99,156.76,598.45,878.43,0
19966.83,92788.38,71398.39,23.48,19875.53,0
10.5,52.23,41.25,190.77,199.5,0
4799.83,3521.07,0.0,138919.12,143343.33,0
4.33,12.52,7.53,12290.01,12294.25,0
200.1,254.76,74.99,1205.7,1388.28,0
7918.95,26114.43,17253.23,80038.56,87442.89,0
1082.39,5361.01,4196.57,142.13,1224.59,0
1295.86,5877.97,4695.49,18.27,1543.48,0
29.07,135.52,107.36,24797.02,24829.63,0
117.59,171.69,74.37,3.11,106.8,0
73.64,216.53,140.02,18968.77,19050.81,0
296.78,462.01,119.18,3.46,287.72,0
174.17,792.02,644.48,62.07,258.24,0
51.53,70.09,26.15,135.71,189.65,0
42.49,50.68,8.62,90.36,135.89,0
25.99,14.42,0.0,39.56,64.12,0
72.63,95.78,29.63,8.93,87.75,0
10.48,14.19,3.13,2.82,13.58,0
6966.99,5912.93,0.0,13654.58,20952.01,0
613.44,2702.1,2004.09,414.09,1039.07,0
9.06,36.33,27.53,16.14,23.59,0
1400.71,2304.4,839.1,6.71,1392.99,0
5591.47,22503.76,17140.66,58.14,4645.95,0
23.05,55.31,34.51,134.04,154.03,0
10.54,42.05,31.63,435.11,445.55,0
2.94,5.74,2.54,8.26,11.09,0
4.16,12.65,7.74,130503.68,130507.09,0
2592.2,5747.55,3630.07,52.26,2268.31,0
19627.31,26389.73,6512.55,348.71,19703.54,0
4.07,12.76,8.47,6628.74,6633.57,0
2281.61,8849.77,6946.25,82.44,2351.63,0
5.19,20.18,14.31,6.74,12.5,0
560.71,1179.34,668.88,171.05,718.99,0
2452.04,6949.58,4129.82,1189.87,3339.55,0
68.91,271.3,200.94,28546.6,28602.31,0
3.0,2.24,0.0,155.58,158.43,0
576.34,474.61,0.0,48277.97,48951.02,0
20357.44,44643.91,27077.65,1104.15,20035.14,0
27.62,41.59,11.54,7276.12,7302.29,0
14.96,32.7,15.9,3.79,19.9,0
8.29,7.64,0.0,51689.01,51698.09,0
402.34,1273.02,907.52,28.44,448.22,0
582.89,2053.42,1485.14,97.96,643.13,0
3396.29,13800.08,10365.72,862.82,4864.0,0
2386.68,8180.0,5635.05,104624.05,106869.93,0
8373.89,19123.59,10301.11,121.81,7799.03,0
3835.11,18052.54,14370.18,30.74,4392.27,0
25.16,94.82,67.06,105661.84,105691.38,0
404.6,1163.05,714.52,19793.48,20271.97,0
39.52,56.55,13.93,4014.32,4054.37,0
52.88,180.87,132.81,246.16,306.86,0
11938.21,37757.48,25965.41,277.27,10705.11,0
1257.73,4496.37,3272.47,94596.42,96049.85,0
17523.77,70359.01,50614.68,5.8,19339.37,0
115.84,534.92,404.8,11299.37,11410.54,0
342.73,1635.08,1242.16,2023.64,2331.44,0
217.9,726.88,532.41,115011.53,115252.06,0
7.14,34.61,26.76,1264.53,1271.47,0
22.88,105.28,79.01,59.5,86.76,0
313.79,160.59,0.0,14459.49,14817.79,0
4.98,16.78,12.72,138956.24,138961.8,0
11886.49,15489.43,5478.59,58805.47,69901.71,0
8.29,15.16,6.52,69.56,78.55,0
16.15,29.7,14.06,122.71,140.51,0
2664.82,7125.95,4786.18,10971.13,13539.43,0
6.5,3.57,0.0,1958.82,1964.27,0
8977.73,14014.99,4011.92,3.09,9825.75,0
1865.55,1177.24,0.0,12.94,1725.12,0
5.04,17.27,11.72,6.96,11.26,0
1375.57,6192.53,4604.84,19.41,1143.35,0
800.04,3992.24,3158.86,77.79,822.55,0
2480.33,6246.73,3431.98,113458.8,115948.99,0
4692.78,7839.92,3302.59,4633.94,8460.24,0
1746.13,7576.4,5584.08,4.96,1795.37,0
531.44,536.34,0.0,2166.82,2782.31,0
49.51,241.81,188.61,331.39,382.84,0
1444.42,5368.57,3963.99,10877.33,12335.96,0
14954.15,41388.69,27740.49,45397.33,58749.98,0
537.91,502.91,2.62,5.57,530.41,0
1073.96,624.92,0.0,130516.86,131634.02,0
138.96,409.99,296.2,5.14,164.39,0
2453.05,5794.91,3425.83,8570.72,11398.44,0
21568.87,92573.38,74950.16,56075.36,77229.49,0
11.51,39.02,25.76,10603.2,10613.25,0
16.8,41.05,23.24,14.28,32.47,0
348.95,529.37,132.45,26.79,438.63,0
206.93,550.83,348.5,4.28,249.11,0
465.97,574.76,160.24,11.49,569.84,0
4.23,14.81,10.93,5.32,9.13,0
103.39,333.51,215.45,4.9,122.22,0
516.36,2140.48,1702.22,1317.16,1740.93,0
526.75,1328.93,760.41,6.32,430.89,0
1008.28,1768.44,870.79,291.69,1370.05,0
1775.69,7571.15,5899.75,6676.12,8181.82,0
874.74,3157.36,2456.5,3.21,838.89,0
3334.87,12272.96,8965.98,3064.54,5749.05,0
752.08,2163.27,1522.99,11260.12,11887.89,0
342.94,1523.31,1131.04,995.63,1298.6,0
636.36,970.47,436.51,508.52,1158.74,0
6.76,15.6,9.52,8427.45,8433.76,0
31.77,129.72,104.12,922.47,955.05,0
313.12,343.91,0.0,736.65,1068.43,0
7022.57,29048.81,21628.94,18397.69,24025.2,0
1225.94,2558.14,1261.79,27258.0,28654.44,0
6.13,6.53,0.35,156.43,161.48,0
561.42,480.67,0.0,262.5,907.7,0
20.0,85.87,68.72,18185.18,18208.99,0
2010.52,8049.66,5803.63,1089.58,3424.61,0
4660.92,8371.88,3138.37,5192.38,9931.93,0
567.42,580.83,118.69,6.21,634.84,0
556.83,897.92,422.9,7.76,491.69,0
57.24,83.48,25.16,943.71,1010.96,0
150.84,573.0,446.89,22281.3,22403.38,0
6483.24,9530.58,3611.73,88.41,6705.15,0
1826.0,2688.68,933.04,105551.57,107349.22,0
292.3,188.59,0.0,11656.03,11983.04,0
74.75,238.14,157.29,14747.49,14829.57,0
4.28,15.41,11.14,26222.51,26226.5,0
9.85,33.89,23.49,44.67,53.19,0
15.44,47.23,31.95,102.88,120.14,0
78.29,379.5,303.95,10.0,103.24,0
13323.61,35005.43,21722.38,178.38,11358.86,0
256.31,1120.23,822.96,4.03,284.22,0
22.5,76.66,55.1,10576.21,10598.85,0
7.04,6.19,0.0,18548.21,18554.72,0
57.1,236.7,171.97,28.5,74.51,0
4194.69,13128.32,8730.46,595.2,5165.85,0
85.63,294.64,218.39,4411.28,4484.31,0
2842.82,3727.0,1314.06,9584.92,12826.66,0
3730.68,9209.95,5343.66,116287.58,119666.97,0
7.37,32.89,24.85,24.71,32.35,0
650.63,956.06,235.49,41.02,635.5,0
15242.83,7629.98,0.0,32619.66,49095.69,0
101.42,168.23,86.95,7.92,93.81,0
4.3,11.58,6.81,15439.82,15443.85,0
11044.9,46341.65,34834.53,11.78,11096.26,0
7731.02,26245.34,17004.66,449.97,8445.26,0
298.65,1384.48,1054.22,1834.77,2142.93,0
391.61,998.62,617.94,12665.71,12991.43,0
18.28,41.29,21.72,9.58,24.45,0
4337.51,6685.76,2147.1,23497.26,27378.8,0
241.63,357.92,132.01,31449.33,31646.28,0
3.69,14.07,10.33,16789.25,16792.53,0
1270.46,1094.65,0.0,81668.51,82714.99,0
14107.56,22462.21,10680.53,39913.77,54175.64,0
4733.19,21235.59,16061.22,12679.81,16664.3,0
32.94,101.99,70.58,1591.92,1623.74,0
4.39,3.12,0.0,19828.4,19833.26,0
12876.54,47245.93,34429.46,124077.49,138357.03,0
12501.01,34753.69,20703.61,3012.46,15824.42,0
327.58,1423.45,1064.47,39.2,305.3,0
880.82,3145.37,2171.49,41.53,935.28,0
174.76,90.88,0.0,17255.04,17412.51,0
118.85,169.46,28.69,144921.79,145043.89,0
7.96,13.22,5.56,27.48,36.74,0
6.49,23.75,16.5,117117.35,117124.1,0
22.08,61.65,39.66,52.0,77.97,0
5063.26,19561.97,15035.24,254.89,4728.0,0
10.1,28.36,17.74,59259.78,59268.94,0
20.91,41.26,20.61,106933.15,106951.12,0
379.0,366.29,23.06,1389.22,1704.3,0
18.84,26.6,8.65,93994.84,94009.99,0
11.81,27.2,17.0,28756.23,28770.06,0
432.61,1289.85,772.96,37434.61,37858.87,0
74.65,352.64,273.71,38205.38,38293.13,0
761.61,1202.38,540.22,190.33,1062.83,0
9995.08,34956.62,23903.71,3.81,10974.06,0
10.58,12.55,1.54,16.63,28.98,0
10106.19,37513.06,26507.21,6.17,9158.38,0
9158.24,5046.5,0.0,39.11,10502.86,0
4730.51,16328.02,12429.2,4.99,5076.06,0
797.57,984.58,281.68,57.19,886.52,0
721.49,946.21,147.16,1769.69,2525.43,0
856.55,2582.57,1638.87,12.83,1008.54,0
1358.94,2975.2,1478.26,87.63,1679.72,0
3.15,8.26,5.72,31.99,34.73,0
15105.79,28549.94,11600.33,7.74,12580.38,0
528.71,2532.84,2017.0,4615.08,5095.71,0
3081.56,5571.31,2251.04,50175.88,53639.78,0
81.09,238.34,164.64,7157.54,7225.56,0
3.04,13.21,9.84,5046.03,5049.27,0
267.1,931.86,613.23,135023.04,135279.37,0
261.05,509.7,274.39,8467.8,8771.91,0
138.78,414.39,259.83,4.56,161.1,0
57.83,50.51,0.0,29.99,88.0,0
25.75,76.11,52.7,3017.2,3041.72,0
313.53,765.41,477.67,3070.17,3425.66,0
79.64,311.45,224.43,25811.69,25883.19,0
16804.25,72519.8,57165.11,15.6,17111.26,0
12.89,18.02,7.46,132373.79,132388.91,0
48.28,41.85,0.0,795.68,845.96,0
38.31,86.49,46.82,67814.88,67859.78,0
361.33,1049.19,650.5,918.53,1271.48,0
243.11,533.77,280.62,21.24,276.92,0
892.18,2969.64,2071.59,129.18,1178.52,0
14044.92,38980.7,23419.03,30.96,15408.9,0
35.41,166.95,138.17,49.72,90.87,0
1387.06,3248.86,1966.17,48724.45,50295.73,0
3.41,2.97,0.0,172.66,175.49,0
28.83,53.59,19.64,20.27,46.31,0
176.53,569.58,400.56,149.9,343.48,0
3.59,5.93,1.66,2415.92,2420.07,0
705.58,1206.86,429.23,24.77,815.67,0
1217.79,2469.77,1259.34,4.76,1131.54,0
2254.28,8696.2,6505.8,39867.64,42231.07,0
284.06,1343.77,1101.81,37.77,340.17,0
623.6,1295.03,642.7,80820.95,81428.91,0
96.02,132.48,53.65,4.57,103.96,0
3.94,9.43,5.6,3495.46,3500.17,0
6.68,13.92,7.94,4095.6,4102.4,0
987.29,4892.13,3724.65,15.12,881.71,0
21162.75,54756.65,34751.38,4095.13,25292.63,0
3.13,11.13,8.01,193.26,195.98,0
410.86,1894.91,1504.51,181.17,622.96,0
2342.75,7803.18,5800.4,42288.67,45008.04,0
4633.06,7515.76,3155.9,96428.79,101387.77,0
367.54,1188.38,779.82,17.66,440.72,0
719.99,1662.06,907.17,5039.64,5825.2,0
1437.3,3450.35,2049.03,14.91,1416.25,0
6190.04,30374.28,23390.5,3.99,6288.6,0
8.17,14.33,7.78,14.08,22.36,0
11334.88,29586.4,16770.73,2925.48,13772.93,0
3.44,4.19,1.36,8028.97,8031.85,0
5043.21,6573.57,783.42,718.67,6169.0,0
5.42,17.43,11.04,95637.68,95642.12,0
15.67,60.79,43.12,12159.93,12173.74,0
2.82,9.49,7.21,16.08,18.85,0
149.5,296.28,145.21,26.77,205.4,0
55.1,42.33,0.0,1913.91,1964.75,0
12.11,31.68,19.35,106.3,119.84,0
157.56,436.32,287.59,2.75,155.23,0
101.63,403.26,302.82,3.55,93.86,0
2721.53,9202.32,6937.25,242.04,2448.2,0
8418.38,37214.83,28808.86,862.44,7894.98,0
965.94,3886.39,3102.88,3592.15,4525.92,0
8.33,17.88,9.07,12022.53,12030.53,0
38.8,129.79,92.69,115421.69,115462.45,0
10095.7,38997.56,30148.3,27653.8,35981.62,0
6.04,29.03,24.16,136.37,141.89,0
105.82,254.03,130.34,974.22,1059.87,0
13128.51,44863.65,31439.39,29.23,15110.8,0
14128.98,32030.22,17070.72,115414.4,128964.34,0
110.04,420.38,298.04,982.28,1096.03,0
1103.86,5082.14,3922.38,42.37,1239.2,0
165.79,768.69,608.66,7820.32,7970.72,0
2395.02,2890.53,373.28,582.19,2627.49,0
3.61,5.12,1.87,156996.03,156999.76,0
9.95,38.78,28.59,6.18,17.74,0
683.88,2283.85,1680.51,108.87,900.14,0
22.04,100.79,75.07,85851.2,85871.55,0
1090.59,2085.32,990.56,434.07,1422.65,0
64.14,276.83,219.52,83.91,144.29,0
7941.12,28405.32,20020.66,2108.21,9240.12,0
4330.05,5973.54,2353.06,4061.99,9196.59,0
229.42,245.3,21.93,7.54,194.26,0
2852.8,10447.68,7177.27,47.15,2547.72,0
31.19,37.84,3.31,81.35,106.66,0
232.37,946.79,695.51,40.61,305.88,0
16.08,48.35,32.46,183.4,199.3,0
6297.93,16663.7,10499.59,107.96,5720.81,0
4481.03,7796.46,4191.36,8481.46,12774.99,0
9130.24,44987.48,35491.89,1974.91,9666.53,0
7312.15,27418.75,19881.36,305.25,6469.89,0
15311.61,61266.14,48984.52,24.53,18073.15,0
21.22,84.01,65.87,277.84,300.72,0
11925.31,37303.21,27703.64,19.79,12606.68,0
464.48,2196.36,1777.74,96144.2,96603.62,0
121.81,380.92,283.28,18.38,139.69,0
421.31,1196.61,789.23,34387.59,34854.75,0
59.35,102.78,43.99,2371.76,2420.48,0
36.49,64.51,28.94,20312.59,20351.52,0
23.85,91.01,70.03,47771.05,47795.38,0
5.71,11.46,5.7,18841.83,18847.1,0
237.24,896.58,629.53,1776.22,1986.48,0
8021.29,38399.36,31047.96,51.26,9233.25,0
789.47,1955.43,1225.15,3866.34,4792.09,0
295.53,277.2,0.0,2.87,250.62,0
128.68,450.31,335.33,172.8,284.49,0
177.61,96.42,0.0,34118.69,34308.17,0
17.88,72.26,54.72,1613.08,1632.92,0
4475.72,12824.9,8552.73,47.79,4508.01,0
16.21,43.83,25.56,49711.38,49730.36,0
1719.18,5264.97,3305.8,3.22,1978.92,0
2539.86,7172.15,4730.96,44899.23,47059.39,0
480.02,939.4,469.41,11544.87,11956.24,0
6414.63,11333.3,3746.35,13.6,5365.7,0
37.32,88.41,51.04,5.43,48.35,0
7589.76,34359.54,25272.98,95186.1,102950.82,0
1928.88,2139.45,7.8,5.68,2275.12,0
3600.21,7061.6,3800.92,121951.39,125881.72,0
1076.23,1469.43,509.82,277.8,1453.9,0
5525.27,13382.85,8611.08,132.76,4829.57,0
20700.02,22785.4,0.0,3465.06,20931.91,0
119.28,468.0,357.93,636.84,776.68,0
4126.73,3984.78,0.0,198.45,4296.46,0
2211.04,7724.66,5478.12,3108.14,5756.02,0
160.11,272.94,91.95,127.83,276.61,0
11413.37,29958.44,17400.0,3.97,11971.65,0
94.62,132.46,54.35,23647.99,23745.37,0
441.07,1669.89,1257.33,781.36,1146.23,0
7.05,33.61,26.5,5185.02,5192.12,0
20.74,31.07,7.81,1520.68,1544.94,0
5251.48,25150.33,19449.27,2335.81,7490.39,0
96.45,189.4,91.04,30.21,125.6,0
94.33,283.96,177.99,79321.69,79423.6,0
24.87,90.95,66.73,374.26,401.92,0
226.9,316.91,130.34,67579.81,67836.48,0
3836.64,9597.12,5191.84,19459.65,23222.58,0
8573.89,6903.9,0.0,7486.83,15868.71,0
5.11,18.58,12.84,428.93,433.99,0
479.81,1139.44,680.34,3.49,573.31,0
182.26,822.43,633.71,87.12,300.67,0
684.4,1186.04,547.88,4078.29,4796.29,0
152.24,708.86,562.13,103.25,242.36,0
98.28,111.52,27.1,8.09,122.11,0
189.98,613.89,405.55,808.63,973.6,0
511.83,964.87,498.02,14.87,446.19,0
246.87,325.38,98.09,78.92,317.35,0
190.43,175.71,0.0,679.29,883.83,0
4274.91,14750.11,10591.26,9.77,3519.62,0
2232.4,3458.56,1158.15,9.37,2074.69,0
58.7,180.66,117.67,27.41,92.78,0
3659.91,17960.58,14043.47,1825.96,5718.96,0
5900.88,11340.48,5619.74,78055.61,82975.69,0
10.82,7.11,0.0,37.69,47.22,0
514.99,588.48,147.58,7465.6,8026.97,0
35.44,36.75,1.01,21.83,51.84,0
2106.01,5443.56,3019.92,2953.26,4646.24,0
23.31,89.77,66.83,12.37,40.27,0
1144.4,2098.83,753.92,29708.6,30905.15,0
27.01,31.23,7.94,9581.59,9607.83,0
270.51,915.26,619.12,4856.1,5137.11,0
13874.64,25741.77,10712.82,3.19,14822.32,0
84.08,259.66,169.47,26916.87,27000.8,0
7198.63,33848.24,26180.67,14.29,7668.07,0
19584.65,35469.0,19626.52,961.39,22179.95,0
7141.35,20040.14,12207.16,13950.6,20176.31,0
12.1,49.98,37.88,2830.97,2842.7,0
4345.62,15699.56,11311.9,22231.65,26237.63,0
3.63,14.09,11.11,6616.84,6620.9,0
93.66,372.44,290.45,11123.75,11227.52,0
6881.56,20160.37,12147.46,72.71,7809.25,0
1337.78,3895.99,2656.92,175.94,1480.26,0
328.54,1227.1,912.51,675.86,1014.3,0
89.19,324.6,246.5,1716.03,1812.56,0
4067.05,14296.74,10014.64,5477.37,9255.03,0
1613.28,3580.85,1812.24,1225.77,3147.31,0
184.13,778.58,563.42,6734.71,6909.9,0
8369.58,13080.93,4503.57,14.27,8507.77,0
21.53,25.85,6.25,208.74,233.08,0
12.6,25.87,15.43,62715.25,62729.1,0
884.69,1452.87,650.95,29.56,914.81,0
17119.08,59648.38,41718.78,13.2,16504.53,0
25.16,38.74,8.81,9826.97,9853.51,0
25.71,88.81,67.43,23.07,48.12,0
9.54,26.8,17.69,417.26,427.15,0
6279.67,7447.85,748.11,6837.3,13870.48,0
20.85,34.67,13.2,563.04,580.74,0
251.79,717.04,449.97,55084.34,55356.01,0
20289.37,77078.79,57088.01,42601.0,59269.4,0
3.03,6.95,4.2,687.08,690.39,0
406.82,629.65,225.64,105803.94,106163.43,0
273.31,499.57,239.21,67.32,339.91,0
3893.35,3613.14,0.0,35.62,3566.1,0
66.52,40.79,0.0,4327.28,4389.06,0
109.19,532.75,423.73,1481.19,1596.0,0
12.32,11.5,0.0,43.04,55.02,0
2137.38,2269.88,105.32,161.17,2287.92,0
3172.83,14021.81,11182.5,35.28,3841.33,0
9.3,32.42,21.5,36.85,44.74,0
93.8,230.97,146.77,154.98,244.44,0
8401.33,28737.63,19492.2,70715.25,79218.1,0
2.79,13.13,10.78,26472.89,26476.03,0
40.0,37.89,0.0,762.5,799.02,0
401.57,641.19,290.93,520.85,905.37,0
54.97,240.29,187.65,3.84,65.87,0
31.45,126.2,88.89,439.33,471.16,0
170.77,849.44,673.25,2595.53,2790.62,0
13.93,26.64,14.03,14249.72,14261.22,0
319.46,1518.07,1262.42,136.43,428.68,0
1572.25,3217.77,1955.7,67055.53,68664.1,0
481.86,1791.52,1353.11,28060.57,28469.57,0
6.28,28.09,21.74,6.72,12.95,0
5429.91,6887.95,1490.86,55962.02,60344.25,0
13.13,18.72,3.37,31.54,44.69,0
2652.63,8261.12,5328.27,70017.35,73115.96,0
69.76,299.77,218.16,2800.29,2882.56,0
3117.7,2666.48,0.0,252.43,3144.55,0
17.4,75.32,58.29,330.62,344.56,0
14.58,29.8,14.83,1327.0,1343.98,0
238.23,554.6,328.55,29219.79,29464.42,0
3.66,7.43,4.19,27069.09,27072.87,0
20.65,95.02,71.59,260.85,284.1,0
1837.41,2000.16,30.07,30924.36,32683.39,0
5097.22,15721.03,10979.27,488.58,5422.93,0
5.62,6.56,1.06,268.56,274.97,0
7621.28,35657.5,28873.2,39.48,7634.97,0
3560.49,14564.86,10914.87,24519.65,28415.98,0
6816.89,10581.09,4150.42,2491.65,10412.97,0
1459.51,2685.5,1006.73,311.78,1709.17,0
1173.07,2600.48,1414.1,3968.5,5324.07,0
306.69,712.86,417.0,35282.13,35567.65,0
967.86,4043.76,2979.26,23.95,1158.12,0
10635.86,32337.27,19977.97,203.74,10011.58,0
6.72,16.3,8.73,178.27,184.28,0
46.61,174.2,127.68,6.27,57.0,0
5.22,13.37,8.45,107.21,113.31,0
13403.17,14436.29,163.9,11845.73,26686.51,0
149.51,147.07,0.0,44.11,207.98,0
1185.71,2332.06,919.34,20334.32,21744.38,0
5271.55,16937.05,11755.64,99487.69,104880.37,0
20312.71,22481.82,802.14,31.93,23494.08,0
11.66,34.7,24.0,246.25,255.75,0
3625.01,6210.52,3183.69,11.53,3103.17,0
7996.87,29023.52,21816.56,5505.95,12771.88,0
4.22,2.65,0.0,546.86,551.83,0
2408.63,6287.98,3870.27,1764.86,3881.5,0
66.19,48.66,0.0,14265.89,14328.98,0
932.04,1852.23,853.73,13876.75,14635.63,0
277.67,158.3,0.0,792.93,1023.75,0
28.15,73.5,49.09,44601.78,44630.86,0
9.18,36.28,26.46,76975.62,76983.32,0
7.79,7.41,0.59,2801.32,2810.35,0
6.89,26.24,20.71,4.15,12.1,0
845.65,2645.94,1641.24,13844.22,14731.21,0
64.24,177.99,125.9,49567.43,49629.0,0
19.1,61.08,43.19,1240.2,1262.26,0
1376.04,2767.96,1316.23,6026.59,7395.92,0
1315.07,4861.19,3614.31,136.52,1288.84,0
348.11,1395.4,1063.83,680.72,1007.34,0
12266.42,49090.3,35731.05,17661.99,29256.91,0
87.25,149.42,58.6,41588.24,41678.28,0
5027.95,17309.13,12244.22,9.65,4838.91,0
5.35,6.24,0.06,3.28,9.31,0
2118.53,5782.29,3995.85,165.59,2391.33,0
19851.34,10160.54,0.0,200.36,18083.44,0
5537.97,7593.33,2633.38,13448.65,18769.71,0
501.19,1675.38,1267.05,2.99,548.94,0
765.78,3395.95,2483.44,12137.27,12824.1,0
65.34,47.09,0.0,991.87,1046.54,0
1230.74,3708.82,2617.8,5861.02,7195.71,0
2789.33,9387.46,6706.99,736.45,3421.63,0
21678.07,101795.0,82492.64,16284.58,34704.68,0
228.64,788.38,542.83,332.87,559.63,0
4.72,4.55,0.11,122.03,126.86,0
579.82,672.79,0.0,2986.06,3455.89,0
7.93,26.65,19.65,361.01,369.86,0
24.6,36.17,13.05,76.53,101.05,0
52.41,245.14,183.68,62881.7,62924.16,0
1957.2,9087.46,6829.1,7754.35,9994.79,0
14.21,67.77,54.74,23.7,38.39,0
12.08,21.96,9.96,9331.64,9345.96,0
4.07,15.17,10.48,43.66,47.37,0
7038.56,24519.26,17000.29,312.31,7104.83,0
1396.25,921.83,0.0,29.71,1516.96,0
3.89,6.59,2.45,9.45,13.98,0
3.51,5.02,0.92,219.14,223.06,0
414.91,899.79,482.03,1219.13,1657.78,0
34.56,165.5,135.34,75.44,114.09,0
584.37,2515.83,1937.84,6.2,495.87,0
135.83,247.27,99.0,42.35,190.36,0
11045.88,31868.93,20857.8,40.54,11433.83,0
36.24,49.47,15.94,1804.92,1837.89,0
1226.98,2145.32,836.71,60.56,1159.22,0
4.42,3.5,0.0,964.43,968.48,0
14805.36,50215.77,32669.52,479.98,13051.94,0
18523.9,64021.26,46592.93,50.9,16894.72,0
2104.16,8991.62,6704.41,9446.4,11189.7,0
178.92,791.18,608.32,4202.79,4394.07,0
